Name,Address,Latitude,Longitude,Rating,User Ratings Total
Fountain Pen Hospital,"10 Warren Street, New York",40.7140841,-74.00726209999999,4.7,395
Cohen's Fashion Optical,"30 Mall Drive West, Jersey City",40.7276517,-74.03786819999999,4.3,491
ABC Pharmacy,"139 Centre Street, New York",40.7175019,-74.0005449,3.3,7
AT&T Store,"30 Mall Drive West Space B29b, Jersey City",40.7268498,-74.037061,3.7,365
LOFT,"30 Mall Drive West, Jersey City",40.72729750000001,-74.0378807,4.4,76
Lot-Less,"97 Chambers Street # 1805, New York",40.7148895,-74.0076218,4.4,1346
Greenwich St. Jewelers,"93 Reade Street, New York",40.7154284,-74.0079739,4.9,783
Emergency Lights Co.,"11 Stone Street, New York",40.7041666,-74.0122671,N/A,0
Kaffe Landskap NYC (South),"275 Greenwich Street, New York",40.7151157,-74.0111015,4.3,766
Starbucks,"110 Pearl Street, New York",40.704655,-74.009,3.8,318
CB2,"451 Broadway, New York",40.7206808,-74.00122069999999,4.1,450
Leo's Bagels,"3 Hanover Square, New York",40.7049369,-74.0097345,4.3,2380
Anthropologie,"420 West Broadway, New York",40.7251385,-74.0017447,3.9,30
Doughnut Plant,"379 Grand Street, New York",40.7163226,-73.9886495,4.5,2151
Best Buy,"622 Broadway, New York",40.7257151,-73.99593449999999,4.1,3910
Apple SoHo,"103 Prince Street, New York",40.725058,-73.999029,4.2,3825
UNIQLO Soho Store,"546 Broadway, New York",40.7234986,-73.9982019,4.4,4851
Balthazar,"80 Spring Street, New York",40.72266799999999,-73.99822979999999,4.4,6739
Halloween Adventure Shop,"104 4th Avenue, New York",40.73235859999999,-73.9904637,4.4,954
Best Buy,"52 East 14th Street, New York",40.734316,-73.990105,4.1,7966
Magnolia Bakery,"401 Bleecker Street, New York",40.7358891,-74.0049542,4.3,4415
Veniero's Pasticceria & Caffe,"342 East 11th Street, New York",40.72942080000001,-73.9845332,4.6,4762
Max Brenner New York,"841 Broadway, New York",40.73432269999999,-73.991186,4.3,6353
Clinton St. Baking Company,"4 Clinton Street, New York",40.721264,-73.9838497,4.4,5588
Warby Parker Greene St.,"121 Greene Street, New York",40.7254012,-73.9992147,4.5,341
Nordstrom Rack,"60 East 14th Street, New York",40.7343826,-73.990185,4.1,2632
Rice To Riches,"37 Spring Street, New York",40.72185280000001,-73.99580279999999,4.6,3145
Trader Joe's,"142 East 14th Street, New York",40.733371,-73.9878966,4.4,4858
Party City,"38 West 14th Street, New York",40.7366397,-73.9955533,3.8,1431
Spot Dessert Bar,"13 Saint Marks Place, New York",40.7293975,-73.988927,4.5,2881
Forbidden Planet,"832 Broadway, New York",40.733425,-73.99076939999999,4.6,4580
Brooklyn Brewery,"79 North 11th Street, Brooklyn",40.7217625,-73.9577086,4.5,1752
Scuba.com,"50 West 17th Street, New York",40.7387496,-73.9947456,4.5,683
Flight Club,"812 Broadway, New York",40.73271640000001,-73.99106379999999,3.9,3821
Astor Wines & Spirits,"399 Lafayette Street, New York",40.72796199999999,-73.99277459999999,4.7,1852
Irving Plaza,"17 Irving Place, New York",40.73492900000001,-73.988448,4.3,2880
The Public Theater,"425 Lafayette Street, New York",40.7290672,-73.99190329999999,4.7,1587
Amorino Gelato - New York Greenwich Village,"60 University Place, New York",40.732917,-73.993894,4.5,1565
Urban Outfitters,"628 Broadway, New York",40.72594360000001,-73.9958479,4,1232
Russ & Daughters,"179 East Houston Street, New York",40.7225803,-73.9883134,4.6,4068
Palma,"28 Cornelia Street, New York",40.73120109999999,-74.0023412,4.6,962
Paragon Sports,"867 Broadway, New York",40.7377091,-73.9904174,4.1,1927
Il Buco Alimentari & Vineria,"53 Great Jones Street, New York",40.7264539,-73.992549,4.5,970
Rubirosa,"235 Mulberry Street, New York",40.7227383,-73.99613470000001,4.6,4829
Ferrara Bakery & Cafe,"195 Grand Street, New York",40.71907789999999,-73.9970913,4.4,6663
Osteria Morini,"218 Lafayette Street, New York",40.72201669999999,-73.9977806,4.4,1281
SEPHORA,"557 Broadway, New York",40.7239309,-73.9983268,4.4,820
Guitar Center,"25 West 14th Street, New York",40.736742,-73.9947538,4.4,2545
Buffalo Exchange,"332 East 11th Street, New York",40.7296018,-73.984837,3.6,282
The UPS Store,"144 North 7th Street, Brooklyn",40.71823049999999,-73.9586269,3.6,444
Beacon's Closet,"74 Guernsey Street, Brooklyn",40.7236258,-73.95258319999999,4.3,947
Buffalo Exchange,"504 Driggs Avenue, Brooklyn",40.7183246,-73.95528159999999,3.5,383
Marlow & Sons,"81 Broadway, Brooklyn",40.710686,-73.965671,4.4,596
Evan Eisman Company,"Building 280, Brooklyn Navy Yard, 63 Flushing Avenue Suite 817, Brooklyn",40.69865610000001,-73.9753866,5,2
Blick Art Materials,"536 Myrtle Avenue, Brooklyn",40.6934448,-73.9637226,4.6,704
Dun-Well Doughnuts,"222 Montrose Avenue, Brooklyn",40.7074134,-73.9402643,4.6,1149
Economy Candy,"108 Rivington Street, New York",40.720105,-73.987861,4.7,2240
Starbucks,"80 Delancey Street, New York",40.719333,-73.989977,3.8,1101
AT&T Store,"21 Graham Avenue, Brooklyn",40.7019894,-73.94255369999999,4.5,400
Staples,"535 Morgan Avenue, Brooklyn",40.72228299999999,-73.939168,3.7,296
H&M,"497-501 Fulton Street, Brooklyn",40.6909713,-73.98496999999999,4.2,1301
Portabella,"423 Knickerbocker Avenue, Brooklyn",40.6996474,-73.9195585,3.9,58
Sugar Sweet Sunshine Bakery,"365 Grand Street, New York",40.716406,-73.9887986,4.6,671
Essex Market,"88 Essex Street, New York",40.7180004,-73.98819,4.5,6338
Three Kings Tattoo Brooklyn,"572 Manhattan Avenue, Brooklyn",40.7225583,-73.9499556,4.6,362
Cafe Colette,"79 Berry Street, Brooklyn",40.71974830000001,-73.9576144,4.4,1022
Bagelsmith,"566 Lorimer Street, Brooklyn",40.7138889,-73.94916669999999,3.8,767
Heavy Metal Drummer,"630 Flushing Avenue, Brooklyn",40.69982409999999,-73.94809819999999,5,1
il laboratorio del gelato,"188 Ludlow Street, New York",40.7220845,-73.9871545,4.6,1117
Jacques Torres Chocolate - Dumbo,"66 Water Street, Brooklyn",40.7032083,-73.99142499999999,4.4,913
Brooklyn Ice Cream Factory,"14 Old Fulton Street, Brooklyn",40.70268720000001,-73.9946422,4.3,2142
The Natural Wine Company,"211 North 11th Street, Brooklyn",40.7188628,-73.95326419999999,4.7,110
Catbird Jewelry Williamsburg,"108 North 7th Street, Brooklyn",40.7189865,-73.9598883,4.2,384
Babeland,"94 Rivington Street, New York",40.72029999999999,-73.988531,4.1,51
Duane Reade,"756 Myrtle Avenue, Brooklyn",40.69481710000001,-73.95228139999999,2.7,124
Sahadi's,"187 Atlantic Avenue, Brooklyn",40.69022470000001,-73.9933623,4.7,1053
Oliphant Studios,"449 Troutman Street Suite B, Brooklyn",40.7082529,-73.92151609999999,4.8,21
Artist & Craftsman Supply Williamsburg,"761 Metropolitan Avenue, Brooklyn",40.714746,-73.943569,4.7,448
bp,"256 McGuinness Boulevard, Brooklyn",40.73095229999999,-73.9514957,3.8,55
The Shops at Atlas Park,"8000 Cooper Avenue, Glendale",40.70866969999999,-73.86936659999999,4.4,7356
Trader Joe's,"9030 Metropolitan Avenue, Rego Park",40.7109939,-73.8581298,4.4,5959
FedEx Ship Center,"58-95 Maurice Avenue, Maspeth",40.72583799999999,-73.910597,2.2,1352
Party City,"74-17 Grand Avenue, Elmhurst",40.7311111,-73.8872222,4,657
Sally Beauty,"7417 Grand Avenue, Elmhurst",40.7306377,-73.8874152,4.1,69
Macy's,"9001 Queens Boulevard, Elmhurst",40.7343519,-73.87158769999999,4.3,9247
The Home Depot,"75-09 Woodhaven Boulevard, Glendale",40.7085881,-73.858203,4.1,3984
Grainger Industrial Supply,"58-45 Grand Avenue, Maspeth",40.7205444,-73.9099872,4,112
Bob’s Discount Furniture and Mattress Store,"72-25 Woodhaven Boulevard, Glendale",40.7110512,-73.8591819,4.7,7831
AT&T Store,"8000 Cooper Avenue Space 6106, Glendale",40.7082029,-73.8681722,4.3,11
Target,"8801 Queens Boulevard, Elmhurst",40.7357181,-73.8744498,4,1496
ACCESSORIES BY MOMO,"80-82 Cooper Avenue, Glendale",40.708019,-73.868036,4.2,16
J.K. & Sons,"801 Broadway, Brooklyn",40.699847,-73.940017,4.4,448
Walgreens,"8011 Eliot Avenue, Middle Village",40.72545170000001,-73.87875749999999,3.2,69
bp,"59-36 Maurice Avenue, Maspeth",40.72691349999999,-73.9071604,3.2,41
Miracle-Ear Hearing Aid Center,"71-19 80th Street #8303, Glendale",40.7075293,-73.8687375,4,23
Walgreens,"755 Broadway, Brooklyn",40.7006858,-73.94145639999999,2.5,263
bp,"1049 Grand Street, Brooklyn",40.714042,-73.93355,3,38
QUAILS,"90-15 Queens Boulevard, Elmhurst",40.73427160000001,-73.8703822,3.9,48
Crest Office Products Legacy Workplace Solutions,"754 Jamaica Avenue, Brooklyn",40.6879405,-73.8763632,N/A,0
The Lobby Chemists,"374 Stockholm Street, Brooklyn",40.70408200000001,-73.9177493,3.6,9
Michaels,"Metropolitan Plaza, 9030 Metropolitan Avenue, Rego Park",40.71085660000001,-73.8583482,4.2,1980
Swarovski,"Center Mall, 90-15 Queens Boulevard Spc 2028, Elmhurst",40.73444440000001,-73.87,4.1,77
Starbucks,"8000 Cooper Avenue, Glendale",40.7082088,-73.869089,3.7,511
BJ's Wholesale Club,"66-26 Metropolitan Avenue, Middle Village",40.7115149,-73.892085,3.6,518
Rite Aid,"55-60 Myrtle Avenue, Ridgewood",40.69987200000001,-73.906277,3.6,146
Pep Boys,"61-01 Metropolitan Avenue, Ridgewood",40.713063,-73.902239,3.6,1774
Hot Topic,"90-15 Queens Boulevard SPC 1076, Elmhurst",40.734459,-73.8699135,4.5,1285
Circo's Pastry Shop,"312 Knickerbocker Avenue, Brooklyn",40.7015068,-73.9233323,4.6,632
Eye World Optical LTD,"66-26 Metropolitan Avenue, Middle Village",40.7113697,-73.8916826,4.8,459
Kings Building Material,"303 Johnson Avenue, Brooklyn",40.7072431,-73.9382388,4.1,60
Calibella Bakery & Piqueteadero,"164 Wyckoff Avenue, Brooklyn",40.702284,-73.916225,4.3,359
KIKO Group USA (KIKO Wireless Inc.),"1345 Flushing Avenue Corner of Flushing Ave and, Seneca Avenue, Brooklyn",40.7105172,-73.9211493,4.9,293
Walgreens,"210 Union Avenue, Brooklyn",40.7068767,-73.9500479,2.5,192
Amazing Savings Williamsburg,"331 Rutledge Street, Brooklyn",40.7058576,-73.9514465,4.4,1294
HearUSA,"91-31 Queens Boulevard #214, Elmhurst",40.73358829999999,-73.86956289999999,4.8,72
Walgreens,"1366 Broadway, Brooklyn",40.68925309999999,-73.92217,1.9,268
FlynnO'Hara Uniforms,"80-40 Cooper Avenue Bldg 4, Glendale",40.7091386,-73.8685576,4.7,1277
Williamsburg Animal Clinic,"760 Grand Street, Brooklyn",40.7116449,-73.94272629999999,4.2,437
BJ's Optical,"66-26 Metropolitan Avenue, Middle Village",40.7115149,-73.892085,4.8,57
Material World Records & Tapes,"184 Noll Street Office #1, Brooklyn",40.704071,-73.9298525,4.7,89
Office 11206 - Pack and Ship Center,"442 Lorimer Street # D, Brooklyn",40.71021229999999,-73.9484927,4.1,231
GLENDALE INK STUDIO,"66-15 Myrtle Avenue, Glendale",40.7015645,-73.88770389999999,4.6,92
99¢ Deal,"80-16 Jamaica Avenue, Jamaica",40.6919616,-73.8617057,4.2,26
Fortunato Brothers,"289 Manhattan Avenue, Brooklyn",40.7137213,-73.9461759,4.6,1637
"HG Stones - Granite Stone, Marble Flooring, Onyx, Kitchen Countertops, Slabs in Brooklyn NY","179 Morgan Avenue, Brooklyn",40.7103043,-73.9337335,4.4,5
Costco Wholesale,"6135 Junction Boulevard, Rego Park",40.73297249999999,-73.86275700000002,4.3,6848
Hillside Honda,"13907 Hillside Avenue, Briarwood",40.70488040000001,-73.8140978,4.1,3933
"Queens Auto Mall, Inc. - Used Car Dealership New York","134-01 Atlantic Avenue, Richmond Hill",40.6972409,-73.8150374,4.2,3528
ALDI,"61-11 Junction Boulevard, Rego Park",40.7335112,-73.8630979,4.2,4335
Panera Bread,"61-35 Junction Boulevard Suite D102, Rego Park",40.7328712,-73.8635047,3.7,772
Auntie Anne's,"61-35 Junction Boulevard, Rego Park",40.73307730000001,-73.8629763,3.4,45
Martha's Country Bakery,"70-28 Austin Street, Forest Hills",40.7203863,-73.8460099,4.4,5303
The Vitamin Shoppe,"61-35 Junction Boulevard, Rego Park",40.7327906,-73.8635602,4.1,99
The UPS Store,"138-44 Queens Boulevard Ste C, Briarwood",40.7076216,-73.81797879999999,4.1,151
Best Buy,"6135 Junction Boulevard, Rego Park",40.73364290000001,-73.864081,4.2,5863
JCPenney,"92-59 59th Avenue, Elmhurst",40.73495399999999,-73.867778,4.3,4173
Hillside Toyota,"139-65 Queens Boulevard, Jamaica",40.7046826,-73.81504249999999,4.5,5867
AT&T Store,"107-24 Continental Avenue, Forest Hills",40.7207011,-73.8440107,4.1,195
T.J. Maxx,"6101 Junction Boulevard, Rego Park",40.7327795,-73.8633653,4.3,1380
Ann Taylor Factory Store,"71-09 Austin Street, Forest Hills",40.7201752,-73.8443288,4.5,175
Walgreens,"13250 Metropolitan Avenue, Richmond Hill",40.702613,-73.818595,2.7,74
Marshalls,"96-05 Queens Boulevard, Rego Park",40.73061599999999,-73.86225449999999,4.2,1691
bp,"134-30 Atlantic Avenue, South Richmond Hill",40.696918,-73.813976,3.9,213
USS Auto Sound & Security,"144-24 Hillside Avenue, Jamaica",40.705112,-73.81084299999999,3.7,20
American Eagle & Aerie,"90 15 Queens Boulevard Space 3006, Elmhurst",40.734356,-73.870359,4.4,480
Forest Hills Vision Associates,"6939 Austin Street, Forest Hills",40.7212506,-73.84748650000002,4.7,201
AT&T Store,"90-15 Queens Boulevard Space 25, Elmhurst",40.73443679999999,-73.8699596,3.9,206
Steve Madden,"90-15 Queens Boulevard Suite# 1063, Elmhurst",40.7346716,-73.8692875,4.4,65
Good guys grocery & deli,"10248 Jamaica Avenue, Richmond Hill",40.695124,-73.8435511,4.2,42
SEPHORA,"7130 Austin Street, Forest Hills",40.7196225,-73.8437497,4.1,583
FedEx Office Print & Ship Center,"11810 Queens Boulevard, Forest Hills",40.71475,-73.832374,2.6,262
Stop & Shop,"8989 Union Turnpike, Glendale",40.7071685,-73.854721,4.2,1989
Burlington,"9605 Queens Boulevard, Rego Park",40.731424,-73.8618461,3.9,1310
CVS,"118-10 Queens Boulevard, Forest Hills",40.7146041,-73.8324877,3.4,175
The UPS Store,"95-22 63rd Road, Rego Park",40.7305183,-73.8610501,2.8,323
Staples,"9030 Metropolitan Avenue Suite 3, Rego Park",40.7110201,-73.85842420000002,3.7,341
The Home Depot,"92-30 168th Street, Jamaica",40.7051616,-73.7927393,4.1,2983
Marshalls,"168-23 Jamaica Avenue, Jamaica",40.70695,-73.79155519999999,4,2515
Kohl's,"6111 188th Street, Fresh Meadows",40.74023179999999,-73.7856827,4.2,3473
Sneaker Choice,"8902 165th Street Mw11, Jamaica",40.70713899999999,-73.79642199999999,4.1,7
Kids Foot Locker,"164-15 Jamaica Avenue, Jamaica",40.7055523,-73.79523970000001,4.1,55
AT&T Store,"164-11 Jamaica Avenue, Jamaica",40.70550439999999,-73.79535779999999,4.2,191
I DJ NOW,"181-24 Horace Harding Expressway, Fresh Meadows",40.7389427,-73.7919792,4.5,267
Aron's Kissena Farms,"72-15 Kissena Boulevard, Flushing",40.7281381,-73.8140665,4.3,1429
AT&T Store,"16713 Union Turnpike, Fresh Meadows",40.7229914,-73.8006786,3.9,53
Sports In Effect Inc,"8902 165th Street #130, Jamaica",40.70713899999999,-73.79642199999999,5,3
AT&T Store,"61-44 188th Street, Fresh Meadows",40.7393671,-73.7864247,4,196
John's Jewelry Inc.,"89-02 165th Street, Jamaica",40.70713899999999,-73.79642199999999,5,7
nikfinestore,"89-02 165th Street, Jamaica",40.70713899999999,-73.79642199999999,3.9,17
EmblemHealth Pharmacy,"18005 Hillside Avenue, Jamaica",40.7134181,-73.7819324,2.5,4
"Jamilah Aromatherapy, Inc.","161-10 Jamaica Avenue, Jamaica",40.7037585,-73.7978388,5,1
All In One Pharmacy,"7568 187th Street, Flushing",40.7292011,-73.78231389999999,4.4,18
Starbucks,"118-24 Queens Boulevard, Kew Gardens",40.7143857,-73.8319424,4.1,829
"Benny's Jewelry, LTD.","89-02 165th Street b1, Jamaica",40.70719340000001,-73.7958398,3.8,66
P.C. Richard & Son,"113-14 Queens Boulevard, Forest Hills",40.71717909999999,-73.83565829999999,4.8,3801
Fabco Shoes (Former Payless ShoeSource),"14705 Jamaica Avenue #07, Jamaica",40.7019499,-73.807568,4.3,100
Baskin-Robbins,"8347 Parsons Boulevard, Jamaica",40.7144261,-73.8072478,3.4,19
Amazing Savings Queens,"69-68 Main Street, Flushing",40.7293968,-73.82348209999999,4.4,1161
CVS,"61-26 188th Street, Fresh Meadows",40.7396609,-73.78635670000001,2.7,227
Dale Pro Audio,"148-04 95th Avenue, Jamaica",40.69907359999999,-73.80428719999999,4.7,35
Cookie's Department Stores,"16621 Jamaica Avenue, Jamaica",40.7063177,-73.7932355,4.1,329
Ambica Stationary & Legal Form INC.,"8787 Sutphin Boulevard, Jamaica",40.7049927,-73.80918199999999,4,26
Lefferts Animal Hospital,"86-37 Lefferts Boulevard, Richmond Hill",40.7003555,-73.8309142,4.1,530
AutoZone Auto Parts,"16020 Union Turnpike, Fresh Meadows",40.72047209999999,-73.8064879,3.8,1014
VIM,"164-01 Jamaica Avenue, Jamaica",40.7055953,-73.7956904,4.2,1702
Old Navy,"159-18 Jamaica Avenue, Jamaica",40.7033615,-73.7995268,4.3,1192
Seasons Queens - Kosher Supermarket,"68-18 Main Street, Flushing",40.7326732,-73.82539129999999,4.3,878
Peter Lam Violins,"67 48 173rd Street, Fresh Meadows",40.7332195,-73.7969877,4.2,13
Queens Health Emporium,"15901 Horace Harding Expressway, Fresh Meadows",40.738984,-73.80910709999999,4.4,523
AutoZone Auto Parts,"11220 Atlantic Avenue, Jamaica",40.6923146,-73.8331582,3.8,1266
Tower Pharmacy & Surgical,"185-12 Hillside Avenue, Jamaica",40.714182,-73.776483,4.6,14
Cold Stone Creamery,"17660 Union Turnpike, Flushing",40.7256616,-73.791372,4,510
Pep Boys,"1802 Hempstead Turnpike, Elmont",40.70834199999999,-73.706169,4,1225
The Home Depot,"600 Hempstead Turnpike, Elmont",40.7096538,-73.7022758,4,3332
Mattress Firm Elmont,"821 Hempstead Turnpike, Elmont",40.70692400000001,-73.694738,4.9,559
Staples,"25121 Jericho Turnpike Suite B, Queens",40.7276476,-73.71333039999999,4.1,316
Advance Auto Parts,"2 Jericho Turnpike, Floral Park",40.7265597,-73.7122124,4.1,424
Pep Boys,"208-22 Jamaica Avenue, Queens Village",40.71422559999999,-73.7514152,3.9,1333
Cross Island Tire & Wheel,"216-02 Hempstead Avenue, Queens Village",40.7151677,-73.7433011,4.5,249
Marshalls,"600 Hempstead Turnpike, Elmont",40.709402,-73.701086,4,1638
Shaheen Sweets of Queens,"23609 Braddock Avenue, Jamaica",40.72751,-73.73101299999999,4.8,440
Star Cars Auto Mall,"210-11 Jamaica Avenue, Queens Village",40.71524229999999,-73.7503502,3.6,56
The UPS Store,"204-17 Hillside Avenue, Hollis",40.72098980000001,-73.7609571,3,141
Star Auto Group,"211-52 Jamaica Avenue, Jamaica",40.7150875,-73.74728,2.5,15
Doren Car Stereo & Alarm,"215-12 Jamaica Avenue, Queens Village",40.7169444,-73.7402778,4.2,236
CVS,"1797 Dutch Broadway, Elmont",40.6897667,-73.7095564,3,111
Amco Uniform Rental,"21916 Linden Boulevard, Jamaica",40.694974,-73.74052379999999,4.4,20
GB'S Sneaker Boutique,"164th st and, 89th Avenue, Jamaica",40.7071698,-73.7964662,4.9,2472
Key Food Supermarkets,"220-46 Hillside Avenue, Queens Village",40.7309718,-73.7421659,3.8,725
New York Motorcycle,"222-02 Jamaica Avenue, Queens Village",40.72029029999999,-73.7319105,4.1,333
Soul 2 Sole Sneaker Center,"190-17 Linden Boulevard, St. Albans",40.6923684,-73.7605185,4,18
McDonald's,"159-01 Jamaica Avenue, Jamaica",40.703579,-73.800079,3.5,1915
Hollis Drugs & Surgicals,"20608 Hollis Avenue, Queens Village",40.7071686,-73.7506853,4.9,39
Western Beef Supermarket,"1717 Old, Dutch Broadway, Elmont",40.6878184,-73.7055797,4,681
Jimmy Jazz,"162-23 Jamaica Avenue, Jamaica",40.7046029,-73.7970529,4.1,209
Nutracare Pharmacy,"22036 Hillside Avenue, Queens",40.7308147,-73.7424858,4.5,15
The Home Depot,"60 Orange Street, Bloomfield",40.7860331,-74.1981733,4.1,2385
Marshalls,"8-12 Franklin Street, Bloomfield",40.78231600000001,-74.184322,4.1,1533
"Patricia A. Findley, DRPH","385 Tremont Avenue, East Orange",40.7525482,-74.23613639999999,N/A,0
BMW of Bloomfield,"425 Bloomfield Avenue, Bloomfield",40.7890386,-74.194728,4.5,3138
Marshalls,"175 Passaic Avenue, Kearny",40.760792,-74.161294,4.3,2026
ShopRite of Kearny Square,"100 Passaic Avenue, Kearny",40.7568511,-74.16056820000001,4.3,4732
Staples,"135 Bloomfield Avenue, Bloomfield",40.7790603,-74.18708869999999,4,2500
Lynnes Hyundai,"401 Bloomfield Avenue, Bloomfield",40.7882535,-74.1943129,4.2,3122
Titillations Go-Go Bar,"12 Willow Street, Bloomfield",40.7836091,-74.1990402,4.2,247
Lynnes Nissan City,"318 Bloomfield Avenue, Bloomfield",40.7849331,-74.1934398,4.4,3351
Seton Hall University Bookstore,"Duffy Hall, 400 South Orange Avenue, South Orange Village",40.74265820000001,-74.24570489999999,4.4,150
St Lucy's Roman Catholic Church,"118 7th Avenue, Newark",40.75095109999999,-74.1763855,4.7,94
Calandra's Bakery,"204 1st Avenue, Newark",40.767581,-74.18174499999999,4.5,2613
Walgreens,"508 Main Street, East Orange",40.7662375,-74.2160583,2.5,158
Windsor Services,"50 South Center Street, City of Orange",40.7698233,-74.2284791,5,1
The Vector Student Newspaper,"150 Bleeker Street, Newark",40.7431275,-74.177782,4,1
Nujoom Hookah Lounge,"9 Central Avenue, Newark",40.7416893,-74.169648,3.2,77
Extra Space Storage,"37 Oakwood Avenue, City of Orange",40.76767,-74.224362,4.8,1291
Discount Furniture,"29 Broadway, Newark",40.751147,-74.1704796,5,2
F&D Supermarket,"71 7th Avenue, Newark",40.75120630000001,-74.17432509999999,4.3,43
Nanina's In the Park,"540 Mill Street, Belleville",40.7889454,-74.1715488,4.7,1148
Children's Eye Care Center,"1 Clara Maass Drive, Belleville",40.7855978,-74.1759801,1.9,11
Starbucks,"350 Doctor Martin Luther King Junior Boulevard, Newark",40.741904,-74.176017,3.5,150
Walgreens Express 1 Hour Photo,"77-105 Bloomfield Avenue, Bloomfield",40.7777755,-74.1878945,4.8,12
Bravo Supermarkets,"260 Roseville Avenue, Newark",40.75968599999999,-74.18964299999999,3.7,571
Dunkin',"150 Halsey St Prudential Plaza Mall, 1st Flr, Newark",40.7374214,-74.1727784,4,128
Academy Fence Company Inc,"119 North Day Street, City of Orange",40.77551680000001,-74.2278731,4.1,120
Universal Food Market,"16-26 North Day Street, City of Orange",40.7727662,-74.2289658,3.6,425
Walgreens,"240 Central Avenue, City of Orange",40.7651808,-74.23306869999999,3.7,76
Morillo Eye Centers (formerly Dr. Michael Feinstein,"17 Academy Street, Newark",40.737528,-74.172313,4.5,124
Newark Car Care Center Goodyear,"313 West Market Street, Newark",40.7451276,-74.1889358,3.9,426
CVS,"451-461 Bloomfield Avenue, Newark",40.7713615,-74.1831706,2.7,165
Brick City Motors,"346 Broadway, Newark",40.7625605,-74.1677595,4.1,575
Dollar General,"397 Springdale Avenue, East Orange",40.772642,-74.2067103,3.8,655
Walgreens,"561579 Irvington Avenue, Newark",40.7350352,-74.2490011,2.8,109
Trans Caribe Express Shippers Inc,"163 Tremont Avenue, East Orange",40.75042,-74.2252627,3.8,91
Joanka Auto Sales,"9 Broadway, Newark",40.7508826,-74.1701373,4.8,551
Family Dollar,"62 Broadway, Newark",40.7524322,-74.1709398,3.8,237
Dolce Vita Intimates LLC,"1000 1st Street, Harrison",40.740265,-74.161712,5,1
Auto Plaza Sales Inc,"562 Broadway A, Newark",40.76967309999999,-74.1633014,2,4
"Bullet Hole, Inc","78 Rutgers Street, Belleville",40.7873375,-74.15173460000001,3.9,299
Wawa,"200 Harrison Avenue, Kearny",40.7489011,-74.136578,3.6,508
Seasons by State Fair,"45 River Road, North Arlington",40.7879321,-74.1450074,4,637
Eminent Paintball & Airsoft,"863 Kearny Avenue, Kearny",40.78166669999999,-74.13888890000001,4.7,273
DG Market,"11 River Road, North Arlington",40.7868518,-74.1461084,4.2,736
Unicare Pharmacy,"122 Washington Avenue, Belleville",40.7852311,-74.1532265,4.9,50
Walmart Pharmacy,"150 Harrison Avenue, Kearny",40.7475887,-74.1375757,3.6,46
Mandee,"270-272, 274 Kearny Avenue, Kearny",40.760292,-74.15083899999999,3.8,210
Walgreens,"175 Washington Avenue, Belleville",40.7870787,-74.15334,3.3,112
McDonald's,"621 Broadway, Newark",40.7718959,-74.16152620000001,3.5,1730
Sunoco,"264 Park Avenue, Newark",40.7587186,-74.1867709,3.6,8
7-Eleven,"897 Schuyler Avenue, Kearny",40.7775581,-74.1309371,3.4,43
"FRAGRANTICS, PERFUME STORE","210 Meadowlands Parkway, Secaucus",40.7840169,-74.0759209,4.7,42
Alexander Hamilton Service Area,"New Jersey Turnpike, Secaucus",40.7697538,-74.0652286,3.4,188
Stop & Shop,"232 Central Avenue, Jersey City",40.7428113,-74.05134629999999,4.1,2444
Red Ribbon Bakeshop,"591 Summit Avenue, Jersey City",40.73480059999999,-74.0594625,4.4,644
Hudson Eye Physicians & Surgeons,"600 Pavonia Avenue, Jersey City",40.7329519,-74.0603247,3,70
Auction Direct NJ Auto Sales Inc,"624 Tonnelle Avenue, Jersey City",40.75158769999999,-74.057886,4.7,426
Putnam Truck Stop; 7-Eleven (next to Liquor Store and Restaurant),"565 Tonnelle Avenue, Jersey City",40.7503249,-74.060041,4,174
St Jude Medical,"333 Meadowlands Parkway, Secaucus",40.7795601,-74.0822414,5,3
Coach House,"921 John F. Kennedy Boulevard, North Bergen",40.76021709999999,-74.0442496,4.1,4475
Cohen's Fashion Optical,"2877 John F. Kennedy Boulevard, Jersey City",40.7317421,-74.0645175,3.4,141
Walgreens Pharmacy,"337 Central Avenue, Jersey City",40.74657620000001,-74.04926739999999,2.3,217
AutoZone Auto Parts,"745 Secaucus Road, Jersey City",40.756437,-74.04497889999999,4.2,688
Cummins Sales and Service,"435 Bergen Avenue, Kearny",40.7530261,-74.1291263,3.9,109
Campbell Supply Company Of Port Newark,"299 Roanoke Avenue, Newark",40.72861109999999,-74.12500000000001,3.4,204
Select Kitchen,"245 Secaucus Road, Secaucus",40.772115,-74.05869799999999,4.7,31
Hudson Food Market,"312 11th Avenue, New York",40.7530999,-74.0037181,3.2,236
Apple West 14th Street,"401 West 14th Street, New York",40.74127,-74.005389,4.1,2734
B&H Photo Video - Electronics and Camera Store,"420 9th Avenue, New York",40.7529444,-73.99632760000001,4.6,33991
Bowlero Chelsea Piers,"60 Chelsea Piers, New York",40.7460064,-74.0089854,4.3,3119
Kleinfeld Bridal,"110 West 20th Street, New York",40.74124349999999,-73.9949808,4.4,2148
Best Buy,"3 Mill Creek Drive, Secaucus",40.79222759999999,-74.0514353,4.2,5304
The Home Depot,"1055 Paterson Plank Road, Secaucus",40.7833401,-74.05016359999999,4.2,1883
Burlington,"707 6th Avenue, New York",40.7426666,-73.99325569999999,4,3161
