Name,Address,Latitude,Longitude,Rating,User Ratings Total,Income,Density
Clarissa Supermarket,"509 Martin Luther King Drive, Jersey City",40.7153134,-74.0751724,4.6,44,"$57,565 ",2686.2555066079294
Alexa Supermarket,"509 Martin Luther King Drive, Jersey City",40.7152729,-74.0750841,4.6,87,"$57,565 ",2686.2555066079294
Clara Supermarket & Dely,Jersey City,40.7160614,-74.0740987,5.0,2,"$57,565 ",2686.2555066079294
Rodriguez Brothers Supermarket,"553 Communipaw Avenue, Jersey City",40.7164879,-74.0709478,4.4,110,"$57,565 ",2686.2555066079294
Exito Fresh Market,"115 Monticello Avenue, Jersey City",40.71867349999999,-74.07198199999999,3.7,275,"$57,565 ",2686.2555066079294
Don Henriquez,"195 Monticello Avenue, Jersey City",40.7213663,-74.07029899999999,4.9,7,"$57,565 ",2686.2555066079294
La Perfecta Supermarket,"195 Monticello Avenue, Jersey City",40.7213663,-74.07029899999999,3.8,12,"$57,565 ",2686.2555066079294
CTown Supermarkets,"759 West Side Avenue, Jersey City",40.726375,-74.0771476,3.5,197,"$57,565 ",2686.2555066079294
M & T Minimarket,"204 Duncan Avenue, Jersey City",40.7275868,-74.0781037,4.7,3,"$57,565 ",2686.2555066079294
Bergen Supermarket,"692 Bergen Avenue, Jersey City",40.7238835,-74.0699798,3.9,13,"$57,565 ",2686.2555066079294
Bergen Fruits & Vegetables,"787 Bergen Avenue, Jersey City",40.7262038,-74.0678363,4.4,91,"$57,565 ",2686.2555066079294
Angel Mini Supermarket,"2716 John F. Kennedy Boulevard, Jersey City",40.7289514,-74.0694183,5.0,1,"$57,565 ",2686.2555066079294
Sub Hub Market Fresh,"2815 John F. Kennedy Boulevard, Jersey City",40.7319983,-74.06682119999999,4.3,291,"$57,565 ",2686.2555066079294
National Supermarket,"61 Hawkins Street, Newark",40.72954059999999,-74.1396281,4.0,12,"$72,727 ",1900.704347826087
M & M Mini Market & Deli,"116 Tonnelle Avenue, Jersey City",40.735002,-74.06701079999999,3.0,2,"$57,565 ",2686.2555066079294
Met Foodmarkets of Newark,"514 Ferry Street, Newark",40.73199309999999,-74.1400014,4.0,159,"$72,727 ",1900.704347826087
Whole Foods Market,"270 Greenwich Street, New York",40.71558769999999,-74.0114521,4.4,3790,"$57,565 ",2686.2555066079294
Jubilee Market Place on John,"99 John Street, New York",40.7082431,-74.0063359,4.2,993,"$30,967 ",2276.343612334802
Hudson Greene Market,"77 Hudson Street, Jersey City",40.7147655,-74.0347802,4.3,640,"$57,565 ",2686.2555066079294
Sunrise Mart 日系スーパー,"494 Broome Street, New York",40.7232614,-74.0025754,4.5,902,"$57,565 ",2686.2555066079294
SuperFresh Two Bridges,"5 Saint James Place, New York",40.7108765,-74.0002319,3.8,490,"$61,873 ",4548.237885462555
Lily's Vegan Pantry,"213 Hester Street, New York",40.71865719999999,-73.999057,4.6,322,"$61,873 ",4548.237885462555
Organic Basic Food,"204 Washington Street, Hoboken",40.7390365,-74.0306059,4.8,161,"$84,978 ",3965.46255506608
Po Wing Hong Food Market,"49 Elizabeth Street Ground Floor, New York",40.7171287,-73.9967356,4.3,333,"$61,873 ",4548.237885462555
ShopRite of Metro Plaza,"400 Marin Blvd, Metro Plaza Drive, Jersey City",40.72301520000001,-74.0396544,4.1,5129,"$57,565 ",2686.2555066079294
New York Marts,"75 East Broadway, New York",40.713685,-73.9941826,3.8,212,"$49,685 ",7192.819383259912
Gristedes,"315 South End Avenue, New York",40.7104788,-74.0164333,3.4,135,"$30,967 ",2276.343612334802
ACME Markets,"125 18th Street, Jersey City",40.7329254,-74.0375526,4.1,960,"$57,565 ",2686.2555066079294
MORTON WILLIAMS SUPERMARKETS,"105 River Drive, Jersey City",40.7297245,-74.0323762,4.0,1093,"$57,565 ",2686.2555066079294
55 Fulton Market by Keyfood,"55 Fulton Street, New York",40.70871810000001,-74.00471859999999,4.2,1369,"$30,967 ",2276.343612334802
Supremo Food Market of Jersey City,"323 Palisade Avenue, Jersey City",40.7397374,-74.0473097,4.1,1062,"$84,978 ",3965.46255506608
Key Food Supermarkets,"102 Montague Street, Brooklyn",40.6949016,-73.9954578,3.9,272,"$30,967 ",2276.343612334802
bp,"235 12th St, 07310 Interstate 78, Jersey City",40.7301466,-74.04341509999999,2.0,42,"$57,565 ",2686.2555066079294
Bangkok Center Grocery,"104 Mosco Street, New York",40.714554,-73.999344,4.7,241,"$61,873 ",4548.237885462555
P & K Fruit Market,"170 Newark Avenue, Jersey City",40.72125310000001,-74.0449088,4.7,238,"$57,565 ",2686.2555066079294
Prime Food Market,"180 10th Street, Jersey City",40.728924,-74.0412979,4.2,720,"$57,565 ",2686.2555066079294
Meat Center (Chinatown),"208 Centre Street, New York",40.7190325,-73.99897109999999,4.5,4,"$61,873 ",4548.237885462555
Gristedes,"101 Clark Street, Brooklyn",40.69788489999999,-73.9926259,3.1,221,"$30,967 ",2276.343612334802
La Conga Supermarket,"352 Grove Street, Jersey City",40.7208162,-74.04254279999999,4.3,210,"$57,565 ",2686.2555066079294
Aspen Marketplace,"226 Washington Street, Hoboken",40.7396967,-74.0304774,4.1,357,"$84,978 ",3965.46255506608
New York Mart,"128 Mott Street, New York",40.71850389999999,-73.9966318,3.9,1159,"$61,873 ",4548.237885462555
Fulton Stall Market,"91 South Street, New York",40.7061992,-74.0034706,4.5,70,"$30,967 ",2276.343612334802
Hong Kong Supermarket,"157 Hester Street, New York",40.717605,-73.9960273,4.1,2971,"$61,873 ",4548.237885462555
Deluxe Food Market,"79 Elizabeth Street, New York",40.71803799999999,-73.996262,4.1,688,"$61,873 ",4548.237885462555
Key Food Fresh & Natural,"574 Jersey Avenue, Jersey City",40.7232426,-74.0456641,4.2,647,"$57,565 ",2686.2555066079294
"D&Y Continental Fruit, Vegetables, Grocery, Flowers & More","309 Grove Street, Jersey City",40.7191528,-74.0434704,4.5,8,"$57,565 ",2686.2555066079294
Whole Foods Market,"135 Greene Street, Jersey City",40.7180058,-74.0369377,4.1,627,"$57,565 ",2686.2555066079294
Trader Joe's,"142 East 14th Street, New York",40.733371,-73.9878966,4.4,4858,"$84,978 ",3965.46255506608
Trader Joe's,"675 6th Avenue, New York",40.74209010000001,-73.9941211,4.6,6706,"$84,978 ",3965.46255506608
Whole Foods Market,"95 East Houston Street, New York",40.72382459999999,-73.99231019999999,4.2,2988,"$49,685 ",7192.819383259912
Whole Foods Market,"4 Union Square East, New York",40.7346935,-73.9912519,4.2,4897,"$84,978 ",3965.46255506608
MORTON WILLIAMS SUPERMARKETS,"130 Bleecker Street, New York",40.7277826,-73.9987835,4.0,629,"$84,978 ",3965.46255506608
bp,"677 Kent Avenue, Brooklyn",40.7007584,-73.9625597,3.0,90,"$120,556 ",1435.4034582132565
Key Food Urban Marketplace,"52 Avenue A, New York",40.72400320000001,-73.984763,4.2,1158,"$49,685 ",7192.819383259912
Key Food Supermarkets,"43 Columbia Street, New York",40.7171382,-73.9804011,3.8,759,"$49,685 ",7192.819383259912
Morton Williams Supermarkets,"278 Park Avenue South, New York",40.7394127,-73.98725379999999,3.5,269,"$117,596 ",6288.325991189427
Garden of Eden,"7 East 14th Street, New York",40.7359352,-73.9928729,4.1,580,"$84,978 ",3965.46255506608
Space Market,"1 University Place # 1, New York",40.7308738,-73.9952212,3.7,97,"$84,978 ",3965.46255506608
Fine Fare Supermarkets,"545 Grand Street, New York",40.7139858,-73.9806191,3.6,599,"$49,685 ",7192.819383259912
Citarella Gourmet Market - West Village,"424 6th Avenue, New York",40.7343679,-73.99871689999999,4.4,819,"$84,978 ",3965.46255506608
FOOD BAZAAR,"21 Manhattan Avenue, Brooklyn",40.70314560000001,-73.9450749,4.4,7202,"$68,618 ",2204.394812680115
Morton Williams Wines and Spirits,"313 East 23rd Street, New York",40.7377511,-73.98001339999999,4.1,210,"$117,596 ",6288.325991189427
Foodtown of Williamsburg,"159 North 3rd Street, Brooklyn",40.715327,-73.959566,4.2,656,"$101,442 ",2493.9913544668584
CTown Supermarkets,"330 Graham Avenue, Brooklyn",40.71412600000001,-73.94400159999999,3.7,525,"$101,442 ",2493.9913544668584
Associated Supermarkets of Alphabet City,"123 Loisaida Avenue, New York",40.7246316,-73.9787304,3.8,217,"$49,685 ",7192.819383259912
Union Market,"240 East Houston Street, New York",40.7223638,-73.9859359,4.3,664,"$49,685 ",7192.819383259912
Western Beef Supermarket,"431 West 16th Street, New York",40.7430701,-74.00571599999999,3.6,313,"$84,978 ",3965.46255506608
CTown Supermarkets,"241 Taaffe Place, Brooklyn",40.690586,-73.95931999999999,4.1,498,"$120,556 ",1435.4034582132565
Trader Joe's,"445 Gold Street, Brooklyn",40.69122529999999,-73.9827655,4.6,4657,"$120,556 ",1435.4034582132565
Grand Advance Supermarket,"272 Grand Street, New York",40.718072,-73.992842,4.4,9,"$49,685 ",7192.819383259912
City Acres Market,"11 Broadway, Brooklyn",40.71099389999999,-73.9682784,4.1,697,"$49,685 ",7192.819383259912
Key Food Supermarkets,"492 Myrtle Avenue, Brooklyn",40.6933444,-73.9652167,4.1,776,"$120,556 ",1435.4034582132565
Frankels Kosher Market,"192 Clymer Street, Brooklyn",40.7071577,-73.9622196,4.6,136,"$120,556 ",1435.4034582132565
Peg Leg Woodshop,"54 Franklin Avenue, Brooklyn",40.6974946,-73.9593344,4.0,1,"$120,556 ",1435.4034582132565
Brooklyn Fare,"666 Greenwich Street, New York",40.7321288,-74.00789739999999,4.4,469,"$84,978 ",3965.46255506608
Whole Foods Market,"238 Bedford Avenue, Brooklyn",40.71614090000001,-73.9597096,4.3,2859,"$101,442 ",2493.9913544668584
Shop Fair of Williamsburg,"385 Broadway, Brooklyn",40.7073543,-73.95437199999999,3.8,182,"$68,618 ",2204.394812680115
bp,"256 McGuinness Boulevard, Brooklyn",40.73095229999999,-73.9514957,3.8,55,"$101,442 ",2493.9913544668584
bp,"1049 Grand Street, Brooklyn",40.714042,-73.93355,3.0,38,"$70,582 ",1622.9682997118157
bp,"59-36 Maurice Avenue, Maspeth",40.72691349999999,-73.9071604,3.2,41,"$80,708 ",1041.398344066237
City Fresh Market - Bushwick,"229 Knickerbocker Avenue #2401, Brooklyn",40.7029747,-73.9255093,4.2,919,"$70,582 ",1622.9682997118157
Western Beef Supermarket,"47-05 Metropolitan Avenue, Ridgewood",40.71419379999999,-73.9198147,4.1,1909,"$70,582 ",1622.9682997118157
FOOD BAZAAR,"1102 Myrtle Avenue, Brooklyn",40.6966458,-73.93626189999999,4.2,3112,"$68,618 ",2204.394812680115
Key Food Supermarkets,"224 McGuinness Boulevard, Brooklyn",40.72990710000001,-73.950973,4.2,703,"$101,442 ",2493.9913544668584
FOOD BAZAAR,"1590 Gates Avenue, Ridgewood",40.70072100000001,-73.910724,4.3,7562,"$70,582 ",1622.9682997118157
CTown Supermarkets,"346 Central Avenue, Brooklyn",40.6948126,-73.9198891,3.6,271,"$70,582 ",1622.9682997118157
Green Corner Fish & Farmers Market,"801 Flushing Avenue, Brooklyn",40.7012598,-73.9406714,4.2,1115,"$68,618 ",2204.394812680115
bp,"864 Flushing Avenue, Brooklyn",40.701702,-73.937271,2.8,33,"$68,618 ",2204.394812680115
Bravo Supermarkets,"844 Dekalb Avenue, Brooklyn",40.6922431,-73.9419881,3.9,424,"$68,618 ",2204.394812680115
Mr.Kiwi,"957 Broadway, Brooklyn",40.6969004,-73.9348648,4.4,652,"$68,618 ",2204.394812680115
Premier Food Fresh Market,"1165 Broadway, Brooklyn",40.693147,-73.92778799999999,3.3,449,"$70,582 ",1622.9682997118157
bp,"546 Morgan Avenue, Brooklyn",40.72311490000001,-73.93887749999999,2.7,37,"$101,442 ",2493.9913544668584
Trader Joe's,"9030 Metropolitan Avenue, Rego Park",40.7109939,-73.8581298,4.4,5959,"$88,917 ",1041.9227230910765
ALDI,"61-11 Junction Boulevard, Rego Park",40.7335112,-73.8630979,4.2,4335,"$88,917 ",1041.9227230910765
SkyFoods-Elmhurst,"7955 Albion Avenue, Elmhurst",40.73960140000001,-73.8837114,4.0,606,"$63,453 ",1587.8380864765409
Ideal Food Basket of Glendale,"67-16 Myrtle Avenue, Ridgewood",40.7014547,-73.8853498,3.9,306,"$69,726 ",1556.4857405703772
Key Food Supermarkets,"92-02 63rd Drive, Flushing",40.7275261,-73.86381399999999,4.1,503,"$88,917 ",1041.9227230910765
Biedronka,"60-15 Myrtle Avenue, Flushing",40.7007523,-73.8977483,4.3,146,"$69,726 ",1556.4857405703772
Vitelio's Marketplace (Key Food),"1883 Madison Street, Queens",40.70396530000001,-73.9044454,3.9,203,"$70,582 ",1622.9682997118157
Food Universe Marketplace,"66-82 Fresh Pond Road, Ridgewood",40.7062605,-73.8971382,4.5,209,"$69,726 ",1556.4857405703772
bp,"65-15 Cooper Avenue, Glendale",40.69893860000001,-73.8885073,4.1,110,"$69,726 ",1556.4857405703772
bp,"69-05 Eliot Avenue, Middle Village",40.7197383,-73.8909723,3.3,37,"$69,726 ",1556.4857405703772
bp,"6615 Borden Avenue, Maspeth",40.7261052,-73.8978139,3.4,34,"$63,453 ",1587.8380864765409
REGO FRESH MARKETPLACE,"63-76 Woodhaven Boulevard, Rego Park",40.7223739,-73.8679269,3.6,168,"$88,917 ",1041.9227230910765
Fresh Value Marketplace,"9507 63rd Drive, Rego Park",40.7297385,-73.8628899,4.1,228,"$88,917 ",1041.9227230910765
CTown Supermarkets,"94-06 63rd Drive, Rego Park",40.72877489999999,-73.8628252,4.0,252,"$88,917 ",1041.9227230910765
Foodtown of Bushwick,"1291 Broadway, Brooklyn",40.6909383,-73.92412790000002,4.1,1523,"$70,582 ",1622.9682997118157
Moore Street Market,"110 Moore Street, Brooklyn",40.70368909999999,-73.9410911,4.4,355,"$68,618 ",2204.394812680115
Village Barn Fresh Market,"80-05 Caldwell Avenue, Middle Village",40.725844,-73.87944,4.3,492,"$63,453 ",1587.8380864765409
Bravo Supermarkets,"785 Grand Street, Brooklyn",40.7120409,-73.941713,3.9,241,"$68,618 ",2204.394812680115
bp,"134-30 Atlantic Avenue, South Richmond Hill",40.696918,-73.813976,3.9,213,"$75,207 ",1318.4636614535418
Aron's Kissena Farms,"72-15 Kissena Boulevard, Flushing",40.7281381,-73.8140665,4.3,1429,"$74,493 ",1390.128794848206
Seasons Queens - Kosher Supermarket,"68-18 Main Street, Flushing",40.7326732,-73.82539129999999,4.3,878,"$88,917 ",1041.9227230910765
Key Food Marketplace,"155-15 Aguilar Avenue, Flushing",40.7285856,-73.81293780000001,4.0,1162,"$74,493 ",1390.128794848206
Ideal Food Basket,"148-40 Hillside Avenue, Jamaica",40.70623399999999,-73.80747660000002,4.1,395,"$74,493 ",1390.128794848206
Vitelio's Marketplace,"11615 Metropolitan Avenue, Jamaica",40.7074433,-73.8354877,3.8,322,"$88,917 ",1041.9227230910765
Foodtown of Rego Park,"97-36 63rd Road, Rego Park",40.7313889,-73.8594444,3.9,572,"$88,917 ",1041.9227230910765
Bravo Supermarkets,"109-08 Jamaica Avenue, Richmond Hill",40.6958337,-73.8383916,3.5,168,"$75,207 ",1318.4636614535418
Key Food Supermarkets,"116-34 Queens Boulevard, Forest Hills",40.7152028,-73.8329444,3.9,500,"$88,917 ",1041.9227230910765
Cipollina Gourmet Italian Market,"116-09 Queens Boulevard, Forest Hills",40.7161684,-73.8330756,4.5,400,"$88,917 ",1041.9227230910765
Foodtown of Forest Hills,"110-44 Queens Boulevard, Forest Hills",40.719216,-73.839685,4.2,790,"$88,917 ",1041.9227230910765
Key Food Supermarkets,"108-27 Queens Boulevard, Forest Hills",40.7213225,-73.8427793,3.7,513,"$88,917 ",1041.9227230910765
bp,"138-19 Hillside Avenue, Jamaica",40.70459099999999,-73.81603299999999,3.5,52,"$88,917 ",1041.9227230910765
FOOD BAZAAR,"58-01 Junction Boulevard, Elmhurst",40.735691,-73.86504649999999,4.2,1443,"$63,453 ",1587.8380864765409
Key Food Supermarkets,"105-35 64th Road, Forest Hills",40.73241549999999,-73.85026719999999,3.9,541,"$88,917 ",1041.9227230910765
Key Food Supermarket,"148-35 Jamaica Avenue, Jamaica",40.70199760000001,-73.8057242,4.0,987,"$74,493 ",1390.128794848206
Shop Fair of Jamaica,"153-30 89th Avenue, Jamaica",40.7052503,-73.802764,3.9,162,"$74,493 ",1390.128794848206
Wasserman Supermarket,"72-51 Main Street, Flushing",40.72511,-73.82070399999999,4.4,341,"$88,917 ",1041.9227230910765
Ferreira Foodtown of Parsons Blvd. - Supermarket,"84-05 Parsons Boulevard, Jamaica",40.71403599999999,-73.806995,4.0,988,"$74,493 ",1390.128794848206
Great Wall Supermarket,"59-16 99th Street, Corona",40.7366832,-73.8593831,4.2,1200,"$88,917 ",1041.9227230910765
Ideal Food Basket,"8930 Sutphin Boulevard, Jamaica",40.7029676,-73.8087302,4.3,1017,"$74,493 ",1390.128794848206
FOOD BAZAAR,"97-27 57th Avenue, Corona",40.7378299,-73.8627224,4.4,2536,"$88,917 ",1041.9227230910765
Ideal Food Basket,"108-02 Otis Avenue, Corona",40.7411305,-73.8536086,4.1,318,"$88,917 ",1041.9227230910765
Vitelio's Marketplace,"7176 Yellowstone Boulevard, Forest Hills",40.72091380000001,-73.85561560000001,4.1,541,"$88,917 ",1041.9227230910765
Trade Fair Supermarket,"130-10 Metropolitan Avenue, Richmond Hill",40.70324129999999,-73.82163249999999,4.0,1851,"$75,207 ",1318.4636614535418
Queens Health Emporium,"15901 Horace Harding Expressway, Fresh Meadows",40.738984,-73.80910709999999,4.4,523,"$74,493 ",1390.128794848206
Fine Fare Supermarkets,108-30 Merrick Boulevard,40.6972309,-73.7858815,3.9,508,"$68,682 ",2078.371665133395
Ideal Food Basket,"175-35 Hillside Avenue, Jamaica",40.7120738,-73.7868672,4.3,1247,"$74,493 ",1390.128794848206
Bismillah Supermarket,"181-06 Hillside Avenue, Jamaica",40.7129744,-73.78140309999999,3.9,496,"$74,493 ",1390.128794848206
Chang Xin Foods Market,"16721 Union Turnpike, Flushing",40.7230327,-73.8004139,3.8,272,"$74,493 ",1390.128794848206
Associated Fresh Marketplace,"70-63 Parsons Boulevard, Flushing",40.73066850000001,-73.8103271,3.6,335,"$74,493 ",1390.128794848206
Fresh Meadows Natural,"6974 188th Street, Fresh Meadows",40.7332992,-73.78373119999999,4.1,332,"$74,493 ",1390.128794848206
bp,"20533 Hollis Avenue, Jamaica",40.70747900000001,-73.75165299999999,4.1,22,"$97,288 ",1734.9862005519778
IOG Supermarket,"19525 69th Avenue, Fresh Meadows",40.7375371,-73.7778806,3.8,1041,"$74,493 ",1390.128794848206
bp,"212-01 Hillside Avenue, Jamaica",40.725003,-73.7540987,3.9,30,"$97,288 ",1734.9862005519778
Key Food Supermarkets,"87-25 Lefferts Boulevard, Richmond Hill",40.6991081,-73.8302307,3.9,1144,"$75,207 ",1318.4636614535418
Key Food Supermarket,"171-11 Linden Boulevard, Jamaica",40.6919609,-73.778628,3.9,75,"$68,682 ",2078.371665133395
bp,"117 Springfield Boulevard, Cambria Heights",40.69593029999999,-73.7434588,3.3,11,"$97,288 ",1734.9862005519778
Foodtown of Hollis,"202-15 Hillside Avenue, Hollis",40.7206862,-73.76164159999999,4.0,1763,"$97,288 ",1734.9862005519778
bp,"119-01 Atlantic Avenue, Richmond Hill",40.69438299999999,-73.82796600000002,2.7,18,"$75,207 ",1318.4636614535418
CTown Supermarkets,"110-14 Farmers Boulevard, St. Albans",40.7027945,-73.7669841,3.8,450,"$68,682 ",2078.371665133395
Premium Supermarket - Jamaica,"168-07 Hillside Avenue, Jamaica",40.7103,-73.7945333,3.8,941,"$74,493 ",1390.128794848206
CTown Supermarkets,"81-29 Lefferts Boulevard, Kew Gardens",40.7086042,-73.8302983,3.8,225,"$88,917 ",1041.9227230910765
CTown Supermarkets,"169-15 Hillside Avenue, Jamaica",40.711163,-73.7926114,4.0,837,"$74,493 ",1390.128794848206
Key Food Supermarkets,"183-14 Hillside Avenue, Jamaica",40.713833,-73.77821089999999,4.1,848,"$74,493 ",1390.128794848206
Key Food Supermarkets,"79-15 Main Street, Flushing",40.7184986,-73.8167823,4.0,1102,"$88,917 ",1041.9227230910765
Key Food Supermarkets,"220-46 Hillside Avenue, Queens Village",40.7309718,-73.7421659,3.8,725,"$97,288 ",1734.9862005519778
Western Beef Supermarket,"1717 Old, Dutch Broadway, Elmont",40.6878184,-73.7055797,4.0,681,"$97,288 ",1734.9862005519778
Key Food,"213-22 Jamaica Avenue, Queens Village",40.7160793,-73.7437896,4.0,826,"$97,288 ",1734.9862005519778
Foodtown of Bellerose,"250-04 Jericho Turnpike, Bellerose",40.7262596,-73.7156011,4.0,504,"$97,288 ",1734.9862005519778
Patel Brothers,"251-08 Hillside Avenue, Queens",40.7355077,-73.7162418,4.2,1599,"$97,288 ",1734.9862005519778
FARMBRIA by FOOD BAZAAR,"217-20 Linden Boulevard, Cambria Heights",40.6954177,-73.74198109999999,4.1,2900,"$97,288 ",1734.9862005519778
CTown Supermarkets,"167 Tulip Avenue, Floral Park",40.72422549999999,-73.7025939,4.3,173,"$97,288 ",1734.9862005519778
CTown Supermarkets,"29 Village Avenue, Elmont",40.6956125,-73.7151186,4.0,463,"$97,288 ",1734.9862005519778
Food Universe Marketplace,"222-51 Jamaica Avenue, Queens Village",40.72166219999999,-73.7313842,4.0,890,"$97,288 ",1734.9862005519778
Key Food Supermarkets,"214-14 73rd Avenue, Oakland Gardens",40.74024399999999,-73.7595992,3.8,484,"$74,493 ",1390.128794848206
CTown Supermarkets,"195-09 Jamaica Avenue, Jamaica",40.7134638,-73.76567279999999,3.4,311,"$97,288 ",1734.9862005519778
Compare Foods of Hollis,"206-16 Hollis Avenue, Queens Village",40.707223,-73.75049729999999,3.9,174,"$97,288 ",1734.9862005519778
Fine Fare Supermarkets,"199-11 Hollis Avenue, St. Albans",40.7063889,-73.75805559999999,3.8,406,"$68,682 ",2078.371665133395
John's Farm Market,"112-55 Farmers Boulevard, St. Albans",40.6995633,-73.76298059999999,4.3,469,"$68,682 ",2078.371665133395
CTown Fresh Supermarket,"218-51 Hempstead Avenue, Queens Village",40.71363059999999,-73.73636619999999,3.9,229,"$97,288 ",1734.9862005519778
Jamaica Food Corporation,"19034 Jamaica Avenue, Hollis",40.7123463,-73.768625,3.6,14,"$68,682 ",2078.371665133395
Food Farm,"89-61 Francis Lewis Boulevard, Jamaica",40.71846600000001,-73.757103,3.7,23,"$97,288 ",1734.9862005519778
bp,"196-29 Hillside Avenue, Hollis",40.7182424,-73.7660697,3.5,91,"$74,493 ",1390.128794848206
Khaamar Baari,"183-17 Hillside Avenue, Jamaica",40.714192,-73.778249,4.3,58,"$74,493 ",1390.128794848206
Parasram's WI Market,"17707 Jamaica Avenue, Jamaica",40.7081037,-73.7835216,4.0,99,"$74,493 ",1390.128794848206
Walker Supermarket,"17707 Jamaica Avenue, Jamaica",40.7081919,-73.7835769,2.7,83,"$74,493 ",1390.128794848206
Al - Fattah Food Bazar,"18002 Hillside Avenue, Jamaica",40.7129075,-73.7821919,5.0,1,"$74,493 ",1390.128794848206
John's Farm Market,"216-20 Hillside Avenue, Queens Village",40.7277415,-73.7475702,4.2,1241,"$97,288 ",1734.9862005519778
Ferreira Foodtown of Jamaica,"173-09 Jamaica Avenue, Jamaica",40.708136,-73.786616,3.9,321,"$74,493 ",1390.128794848206
CTown Supermarkets,"108-54 Guy R Brewer Boulevard, Jamaica",40.6950899,-73.7905292,3.8,146,"$68,682 ",2078.371665133395
ALDI,"92-29 168th Street, Jamaica",40.7050851,-73.7915333,4.2,288,"$74,493 ",1390.128794848206
Seabra Foods Kearny,"180 Schuyler Avenue, Kearny",40.7549961,-74.1446035,4.3,1270,"$72,727 ",1900.704347826087
Seabra Foods Harrison,"429 Bergen Street, Harrison",40.7428131,-74.1547865,4.2,1152,"$72,727 ",1900.704347826087
Food Depot,"23 Kearny Avenue, Kearny",40.7534996,-74.1570364,4.2,641,"$72,727 ",1900.704347826087
Super Foodtown of North Arlington,"1 Schuyler Avenue, North Arlington",40.7783964,-74.13087329999999,4.0,1212,"$84,978 ",3965.46255506608
FOOD BAZAAR,"1425 John F. Kennedy Boulevard, North Bergen",40.7645326,-74.0441495,4.4,4479,"$84,978 ",3965.46255506608
D-Mart Supermarket,"3000 John F. Kennedy Boulevard, Jersey City",40.7354996,-74.0628847,3.9,1010,"$57,565 ",2686.2555066079294
Cherlize Supermarket ( By Work Place),"Libella Court, Newark",40.73494230000001,-74.13982080000001,4.2,51,"$72,727 ",1900.704347826087
bp,"3530 John F. Kennedy Boulevard, Jersey City",40.7524059,-74.05218649999999,3.1,48,"$84,978 ",3965.46255506608
Jaritza Supermarket,"1085 Summit Avenue A, Jersey City",40.7518488,-74.0485177,4.4,58,"$84,978 ",3965.46255506608
Newark Super Market,"515 Newark Avenue, Jersey City",40.7300747,-74.0555822,3.7,39,"$57,565 ",2686.2555066079294
Anthony Supermarket,"288 Kearny Avenue, Kearny",40.7609,-74.15030000000002,4.6,104,"$72,727 ",1900.704347826087
Gabriel’s Market,"508 Central Avenue, Jersey City",40.751899,-74.0450978,4.3,24,"$84,978 ",3965.46255506608
Fine Fare Supermarkets,"601 4th Street, Union City",40.7551067,-74.0424081,4.1,680,"$84,978 ",3965.46255506608
Xtra Super Farm inc,"783 Kearny Avenue, Kearny",40.7790109,-74.14116299999999,4.7,12,"$84,978 ",3965.46255506608
La Economic Mini Market,"213 Frank E Rodgers Boulevard North, Harrison",40.7485045,-74.156575,4.7,13,"$72,727 ",1900.704347826087
Harrison Supermarket,"414 Frank E Rodgers Boulevard North, Harrison",40.7498159,-74.1572231,4.1,142,"$72,727 ",1900.704347826087
Seabra Foods Ferry Plaza,"281-285 Ferry Street, Newark",40.7272019,-74.1492153,4.3,800,"$72,727 ",1900.704347826087
Brothers Supermarket & Liquor,"311 Harrison Avenue, Harrison",40.7461478,-74.157591,4.3,271,"$72,727 ",1900.704347826087
Whole Foods Market,"250 7th Avenue, New York",40.7449592,-73.99529129999999,4.2,2940,"$84,978 ",3965.46255506608
The Food Emporium,"452 West 43rd Street, New York",40.7598426,-73.994374,3.6,985,"$117,596 ",6288.325991189427
Kings Food Markets,"1212 Shipyard Ln, Hoboken",40.7517868,-74.0251464,3.9,293,"$84,978 ",3965.46255506608
Brooklyn Fare,"431 West 37th Street, New York",40.75612259999999,-73.9964617,4.5,545,"$117,596 ",6288.325991189427
Boxed Market (Formerly MaxDelivery),"318 West 39th Street, New York",40.75562479999999,-73.9924147,4.9,1453,"$117,596 ",6288.325991189427
ShopRite of Hoboken,"900 Madison Street, Hoboken",40.7495489,-74.0364407,4.3,2849,"$84,978 ",3965.46255506608
ACME Markets,"614 Clinton Street, Hoboken",40.74533999999999,-74.03388660000002,4.0,759,"$84,978 ",3965.46255506608
Tropical Supermarket,"1208 New York Avenue, Union City",40.759721,-74.03563799999999,4.0,113,"$84,978 ",3965.46255506608
Trader Joe's,"1350 Willow Avenue, Hoboken",40.7536747,-74.02994919999999,4.6,2989,"$84,978 ",3965.46255506608
bp,"2501 Tonnelle Avenue, North Bergen",40.7726262,-74.0425242,3.0,39,"$84,978 ",3965.46255506608
ALDI,"2819 John F. Kennedy Boulevard, North Bergen",40.7734549,-74.0369027,4.4,2171,"$84,978 ",3965.46255506608
City Fresh Market,"518 32nd Street, Union City",40.7727587,-74.02956809999999,4.2,1012,"$84,978 ",3965.46255506608
ShopRite of Columbia Park,"3147 John F. Kennedy Boulevard, North Bergen",40.7766117,-74.0350644,4.3,2572,"$84,978 ",3965.46255506608
Los Hermanos Supermarket,"2606 Bergenline Avenue, Union City",40.76904589999999,-74.0314149,4.3,194,"$84,978 ",3965.46255506608
Hudson Market,"303 10th Avenue, New York",40.7507129,-74.00228919999999,3.9,306,"$84,978 ",3965.46255506608
